,Unnamed: 0,RMS,ParamNoise,BootRMS,Dropout,LinFullPost,NeuralLinear,BBB,NeuralLinear2,MultitaskGP,BBAlphaDiv,Clinical Guideline ,Uniform Sampling,Uniform Sampling 2
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,4.0
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,4.0
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0
8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0
9,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0
10,10,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0
11,11,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0
12,12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0
13,13,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,6.0
14,14,6.0,5.0,0.0,1.0,3.0,6.0,1.0,6.0,4.0,5.0,1.0,5.0,3.0
15,15,4.0,5.0,1.0,5.0,2.0,0.0,1.0,1.0,5.0,4.0,2.0,3.0,5.0
16,16,2.0,4.0,1.0,4.0,2.0,6.0,6.0,4.0,2.0,0.0,4.0,6.0,2.0
17,17,6.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,5.0,1.0,4.0,4.0
18,18,6.0,2.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0
19,19,4.0,1.0,5.0,4.0,1.0,2.0,1.0,0.0,4.0,5.0,2.0,3.0,0.0
20,20,6.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,5.0,1.0,1.0,4.0
21,21,6.0,2.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0
22,22,6.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,0.0,5.0,1.0,2.0,2.0
23,23,6.0,5.0,6.0,4.0,6.0,6.0,1.0,6.0,3.0,5.0,1.0,5.0,5.0
24,24,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,5.0,5.0
25,25,6.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0
26,26,2.0,5.0,6.0,5.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0
27,27,2.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,6.0,1.0
28,28,0.0,1.0,6.0,5.0,0.0,3.0,2.0,2.0,0.0,5.0,5.0,4.0,2.0
29,29,2.0,3.0,5.0,5.0,6.0,4.0,1.0,3.0,0.0,5.0,1.0,2.0,5.0
30,30,6.0,5.0,6.0,1.0,5.0,1.0,1.0,6.0,0.0,5.0,1.0,5.0,3.0
31,31,6.0,2.0,0.0,3.0,6.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0
32,32,6.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,0.0,1.0,1.0,6.0,2.0
33,33,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0
34,34,6.0,2.0,3.0,0.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
35,35,6.0,6.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,2.0,4.0
36,36,6.0,2.0,0.0,5.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0
37,37,2.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0
38,38,6.0,5.0,4.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0
39,39,6.0,2.0,3.0,3.0,5.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0
40,40,2.0,5.0,6.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,1.0,3.0,4.0
41,41,6.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0
42,42,6.0,1.0,5.0,4.0,0.0,3.0,2.0,6.0,0.0,5.0,1.0,1.0,0.0
43,43,0.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,5.0,1.0,5.0,4.0
44,44,2.0,3.0,1.0,1.0,0.0,6.0,1.0,6.0,0.0,5.0,1.0,0.0,5.0
45,45,6.0,2.0,2.0,1.0,2.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0
46,46,2.0,1.0,5.0,4.0,0.0,1.0,1.0,5.0,0.0,5.0,2.0,1.0,1.0
47,47,6.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,2.0,1.0,1.0,4.0,6.0
48,48,6.0,6.0,6.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,0.0,4.0
49,49,4.0,5.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,5.0,1.0,3.0,4.0
50,50,3.0,4.0,0.0,4.0,2.0,5.0,0.0,4.0,5.0,3.0,1.0,6.0,6.0
51,51,0.0,6.0,0.0,6.0,1.0,6.0,6.0,2.0,6.0,1.0,1.0,4.0,5.0
52,52,5.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,1.0,4.0,4.0
53,53,5.0,0.0,1.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,6.0,2.0
54,54,0.0,0.0,1.0,6.0,6.0,1.0,0.0,2.0,5.0,3.0,4.0,2.0,5.0
55,55,3.0,5.0,3.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0
56,56,0.0,6.0,0.0,6.0,5.0,0.0,0.0,1.0,6.0,1.0,4.0,4.0,0.0
57,57,3.0,6.0,0.0,6.0,0.0,5.0,6.0,4.0,5.0,1.0,1.0,1.0,5.0
58,58,2.0,4.0,5.0,0.0,1.0,3.0,6.0,1.0,6.0,1.0,1.0,1.0,3.0
59,59,0.0,6.0,6.0,3.0,5.0,2.0,3.0,5.0,6.0,1.0,1.0,5.0,5.0
60,60,0.0,6.0,5.0,3.0,3.0,6.0,0.0,0.0,6.0,3.0,3.0,6.0,0.0
61,61,3.0,4.0,0.0,3.0,2.0,1.0,0.0,3.0,5.0,3.0,1.0,6.0,6.0
62,62,5.0,5.0,3.0,3.0,5.0,0.0,1.0,5.0,5.0,3.0,1.0,3.0,2.0
63,63,2.0,2.0,4.0,5.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0
64,64,3.0,6.0,0.0,3.0,5.0,2.0,3.0,0.0,4.0,4.0,1.0,6.0,0.0
65,65,5.0,0.0,5.0,3.0,6.0,5.0,3.0,5.0,6.0,3.0,1.0,0.0,0.0
66,66,0.0,6.0,0.0,6.0,3.0,0.0,3.0,6.0,5.0,1.0,4.0,2.0,4.0
67,67,5.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,6.0,1.0,2.0,2.0,0.0
68,68,3.0,6.0,3.0,3.0,0.0,6.0,3.0,0.0,6.0,3.0,1.0,2.0,5.0
69,69,3.0,6.0,6.0,3.0,5.0,1.0,6.0,5.0,4.0,3.0,1.0,0.0,6.0
70,70,2.0,2.0,6.0,0.0,2.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0
71,71,0.0,6.0,0.0,6.0,6.0,0.0,6.0,4.0,4.0,3.0,1.0,4.0,2.0
72,72,3.0,5.0,3.0,3.0,3.0,0.0,6.0,6.0,6.0,3.0,1.0,5.0,1.0
73,73,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0
74,74,0.0,6.0,0.0,6.0,5.0,4.0,3.0,0.0,5.0,3.0,5.0,1.0,1.0
75,75,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,3.0,3.0
76,76,0.0,6.0,0.0,3.0,1.0,4.0,0.0,5.0,4.0,1.0,4.0,3.0,3.0
77,77,0.0,6.0,0.0,6.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,6.0
78,78,0.0,6.0,0.0,0.0,5.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,0.0
79,79,5.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,4.0,3.0
80,80,3.0,5.0,3.0,3.0,2.0,0.0,6.0,5.0,4.0,4.0,1.0,3.0,2.0
81,81,3.0,6.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,6.0,6.0
82,82,3.0,0.0,3.0,3.0,5.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,3.0
83,83,0.0,6.0,6.0,3.0,4.0,0.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0
84,84,3.0,6.0,0.0,3.0,5.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0
85,85,3.0,6.0,3.0,6.0,5.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,0.0
86,86,3.0,6.0,4.0,3.0,3.0,5.0,0.0,4.0,4.0,6.0,1.0,0.0,6.0
87,87,3.0,6.0,3.0,6.0,2.0,3.0,3.0,0.0,5.0,0.0,4.0,5.0,2.0
88,88,0.0,6.0,6.0,3.0,2.0,0.0,3.0,2.0,6.0,1.0,3.0,6.0,0.0
89,89,0.0,6.0,6.0,6.0,1.0,2.0,6.0,5.0,6.0,6.0,1.0,5.0,1.0
90,90,0.0,6.0,0.0,6.0,0.0,0.0,6.0,5.0,4.0,1.0,1.0,6.0,6.0
91,91,5.0,5.0,3.0,0.0,6.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0
92,92,5.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,0.0,1.0,5.0,0.0
93,93,0.0,6.0,0.0,3.0,5.0,2.0,3.0,5.0,4.0,0.0,3.0,3.0,1.0
94,94,2.0,2.0,5.0,4.0,6.0,6.0,3.0,0.0,6.0,1.0,1.0,0.0,6.0
95,95,0.0,6.0,6.0,6.0,0.0,0.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0
96,96,5.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,1.0,4.0,3.0,5.0
97,97,3.0,6.0,1.0,3.0,0.0,5.0,6.0,6.0,4.0,1.0,1.0,6.0,0.0
98,98,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0
99,99,5.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,6.0,1.0,1.0,1.0,2.0
100,100,3.0,0.0,3.0,4.0,3.0,1.0,6.0,3.0,4.0,5.0,1.0,5.0,1.0
101,101,3.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,5.0,5.0,1.0,2.0,4.0
102,102,1.0,2.0,5.0,5.0,5.0,3.0,6.0,3.0,2.0,5.0,1.0,1.0,5.0
103,103,3.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,2.0,4.0,1.0,0.0,6.0
104,104,0.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,5.0,3.0
105,105,2.0,4.0,0.0,4.0,5.0,5.0,6.0,4.0,3.0,6.0,2.0,3.0,2.0
106,106,0.0,4.0,4.0,4.0,3.0,3.0,0.0,4.0,4.0,4.0,1.0,0.0,5.0
107,107,4.0,5.0,2.0,4.0,2.0,5.0,6.0,0.0,1.0,6.0,3.0,3.0,5.0
108,108,4.0,4.0,2.0,4.0,6.0,6.0,6.0,3.0,1.0,4.0,1.0,6.0,6.0
109,109,2.0,4.0,0.0,4.0,2.0,5.0,0.0,6.0,2.0,1.0,2.0,5.0,3.0
110,110,2.0,2.0,4.0,4.0,1.0,2.0,6.0,0.0,1.0,5.0,3.0,6.0,2.0
111,111,3.0,1.0,4.0,4.0,0.0,6.0,6.0,4.0,1.0,3.0,1.0,5.0,1.0
112,112,0.0,5.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,5.0,1.0,3.0,5.0
113,113,2.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,0.0,2.0,6.0,1.0
114,114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,6.0,0.0
115,115,3.0,2.0,4.0,0.0,1.0,2.0,6.0,0.0,1.0,3.0,1.0,6.0,2.0
116,116,2.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,6.0,2.0,6.0,3.0
117,117,3.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0
118,118,2.0,2.0,5.0,0.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,6.0,2.0
119,119,3.0,1.0,4.0,4.0,5.0,6.0,6.0,6.0,2.0,6.0,1.0,2.0,6.0
120,120,2.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0
121,121,1.0,5.0,5.0,2.0,5.0,0.0,0.0,4.0,1.0,5.0,1.0,5.0,4.0
122,122,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,0.0
123,123,3.0,1.0,4.0,4.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,1.0,6.0
124,124,3.0,1.0,4.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,6.0,4.0
125,125,3.0,0.0,4.0,4.0,0.0,6.0,6.0,1.0,3.0,3.0,1.0,2.0,0.0
126,126,2.0,0.0,4.0,4.0,4.0,2.0,6.0,0.0,3.0,2.0,3.0,3.0,5.0
127,127,3.0,1.0,4.0,4.0,5.0,1.0,6.0,4.0,4.0,2.0,1.0,6.0,0.0
128,128,2.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0
129,129,3.0,2.0,2.0,5.0,2.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,4.0
130,130,3.0,2.0,3.0,1.0,2.0,6.0,6.0,0.0,2.0,3.0,1.0,1.0,0.0
131,131,3.0,5.0,2.0,4.0,2.0,1.0,6.0,1.0,4.0,3.0,1.0,2.0,5.0
132,132,1.0,5.0,5.0,2.0,5.0,6.0,6.0,3.0,5.0,0.0,1.0,5.0,4.0
133,133,4.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0
134,134,4.0,2.0,2.0,4.0,2.0,5.0,6.0,4.0,5.0,6.0,3.0,1.0,0.0
135,135,0.0,4.0,0.0,4.0,3.0,6.0,6.0,6.0,4.0,6.0,0.0,2.0,5.0
136,136,1.0,5.0,5.0,1.0,4.0,6.0,2.0,5.0,3.0,0.0,5.0,6.0,4.0
137,137,1.0,5.0,5.0,5.0,3.0,6.0,6.0,2.0,2.0,5.0,1.0,6.0,5.0
138,138,3.0,0.0,4.0,4.0,0.0,6.0,6.0,6.0,3.0,1.0,1.0,4.0,1.0
139,139,3.0,3.0,5.0,5.0,2.0,2.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0
140,140,3.0,5.0,5.0,2.0,5.0,1.0,6.0,5.0,2.0,3.0,1.0,6.0,0.0
141,141,5.0,3.0,2.0,5.0,5.0,0.0,6.0,6.0,3.0,5.0,4.0,2.0,2.0
142,142,1.0,3.0,2.0,2.0,5.0,6.0,2.0,5.0,2.0,0.0,5.0,2.0,2.0
143,143,1.0,5.0,6.0,5.0,3.0,5.0,2.0,5.0,3.0,6.0,5.0,4.0,2.0
144,144,1.0,3.0,6.0,1.0,6.0,5.0,2.0,0.0,2.0,5.0,5.0,6.0,5.0
145,145,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0
146,146,1.0,2.0,5.0,5.0,5.0,5.0,3.0,0.0,2.0,3.0,1.0,2.0,4.0
147,147,3.0,5.0,2.0,4.0,5.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0
148,148,4.0,2.0,2.0,4.0,2.0,6.0,6.0,2.0,3.0,4.0,1.0,4.0,6.0
149,149,5.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,4.0,2.0
150,150,5.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,5.0,6.0,1.0,4.0,5.0
151,151,0.0,0.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0,2.0,4.0,3.0,5.0
152,152,2.0,2.0,4.0,4.0,2.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,4.0
153,153,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,1.0,5.0,5.0
154,154,4.0,5.0,6.0,5.0,5.0,3.0,0.0,6.0,5.0,5.0,1.0,2.0,0.0
155,155,1.0,3.0,2.0,1.0,3.0,6.0,2.0,6.0,5.0,4.0,4.0,3.0,2.0
156,156,3.0,1.0,2.0,1.0,2.0,6.0,4.0,2.0,5.0,6.0,1.0,0.0,3.0
157,157,3.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,4.0,6.0
158,158,6.0,1.0,2.0,5.0,2.0,1.0,4.0,6.0,0.0,2.0,1.0,5.0,1.0
159,159,4.0,2.0,2.0,4.0,6.0,4.0,6.0,3.0,1.0,0.0,0.0,5.0,5.0
160,160,4.0,2.0,2.0,3.0,1.0,1.0,6.0,2.0,3.0,5.0,1.0,0.0,1.0
161,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0
162,162,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,3.0,6.0,5.0
163,163,2.0,5.0,6.0,1.0,2.0,3.0,0.0,1.0,4.0,4.0,5.0,1.0,2.0
164,164,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,6.0,0.0,3.0,5.0
165,165,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0
166,166,0.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0
167,167,5.0,2.0,2.0,4.0,4.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,6.0
168,168,5.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,6.0,3.0
169,169,4.0,0.0,1.0,0.0,5.0,3.0,6.0,5.0,5.0,2.0,1.0,4.0,2.0
170,170,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
171,171,3.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,2.0,6.0,0.0,3.0,2.0
172,172,6.0,0.0,2.0,1.0,5.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,6.0
173,173,6.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,0.0
174,174,0.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,6.0,5.0
175,175,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,6.0,1.0,4.0,6.0
176,176,4.0,2.0,0.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0
177,177,5.0,2.0,2.0,4.0,6.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0
178,178,2.0,5.0,6.0,0.0,5.0,6.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0
179,179,5.0,2.0,2.0,4.0,6.0,1.0,4.0,3.0,1.0,2.0,1.0,6.0,1.0
180,180,0.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,5.0,4.0,1.0,2.0,4.0
181,181,0.0,5.0,2.0,3.0,5.0,2.0,0.0,6.0,3.0,4.0,1.0,5.0,2.0
182,182,1.0,6.0,2.0,0.0,1.0,2.0,2.0,4.0,5.0,2.0,0.0,5.0,4.0
183,183,5.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,0.0,1.0,5.0,0.0
184,184,0.0,3.0,1.0,1.0,0.0,5.0,6.0,5.0,3.0,3.0,4.0,0.0,6.0
185,185,2.0,5.0,6.0,0.0,6.0,0.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0
186,186,3.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,5.0,1.0,6.0,0.0
187,187,2.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0
188,188,3.0,1.0,2.0,1.0,5.0,4.0,2.0,0.0,5.0,1.0,1.0,6.0,1.0
189,189,2.0,1.0,4.0,1.0,2.0,5.0,2.0,6.0,5.0,1.0,5.0,0.0,6.0
190,190,3.0,1.0,4.0,3.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,2.0,6.0
191,191,3.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0
192,192,3.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,5.0,6.0,1.0,6.0,2.0
193,193,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,3.0,6.0,1.0,5.0,0.0
194,194,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0
195,195,4.0,5.0,6.0,1.0,3.0,1.0,0.0,3.0,4.0,2.0,1.0,6.0,1.0
196,196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0
197,197,6.0,1.0,2.0,0.0,1.0,6.0,4.0,6.0,5.0,2.0,1.0,5.0,0.0
198,198,3.0,1.0,4.0,3.0,6.0,3.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0
199,199,3.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0
200,200,3.0,6.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0
201,201,3.0,6.0,4.0,1.0,3.0,3.0,2.0,6.0,0.0,5.0,1.0,5.0,1.0
202,202,3.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0
203,203,3.0,1.0,4.0,3.0,2.0,5.0,2.0,4.0,0.0,6.0,1.0,3.0,6.0
204,204,3.0,1.0,4.0,1.0,6.0,4.0,2.0,4.0,0.0,5.0,1.0,1.0,3.0
205,205,3.0,6.0,4.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,1.0,4.0,5.0
206,206,3.0,4.0,4.0,3.0,3.0,3.0,2.0,6.0,4.0,2.0,1.0,2.0,0.0
207,207,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,6.0,4.0,6.0,6.0
208,208,6.0,2.0,2.0,5.0,2.0,4.0,6.0,3.0,6.0,6.0,6.0,5.0,3.0
209,209,6.0,5.0,2.0,3.0,3.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0
210,210,2.0,3.0,5.0,5.0,5.0,0.0,6.0,5.0,2.0,0.0,5.0,3.0,3.0
211,211,1.0,5.0,2.0,3.0,5.0,2.0,6.0,5.0,2.0,3.0,1.0,1.0,5.0
212,212,5.0,5.0,6.0,0.0,5.0,2.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0
213,213,2.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,6.0
214,214,2.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0
215,215,3.0,4.0,2.0,3.0,2.0,6.0,1.0,1.0,6.0,3.0,1.0,4.0,5.0
216,216,1.0,3.0,5.0,5.0,3.0,2.0,6.0,2.0,6.0,5.0,1.0,6.0,3.0
217,217,6.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,2.0,0.0,1.0,2.0,4.0
218,218,2.0,3.0,1.0,5.0,0.0,1.0,2.0,6.0,2.0,0.0,4.0,6.0,6.0
219,219,5.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,6.0,2.0
220,220,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0
221,221,3.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,4.0,1.0
222,222,3.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,0.0
223,223,3.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0
